Value,Datetime,Sample duration
414.6874084472656,"2023-02-09 21:37:15,694338",0.19998664
414.0251770019531,"2023-02-09 21:37:15,894325",0.199999808
413.935546875,"2023-02-09 21:37:16,094324",0.199999808
413.82440185546875,"2023-02-09 21:37:16,294324",0.199993216
414.05316162109375,"2023-02-09 21:37:16,494317",0.199993216
414.6837463378906,"2023-02-09 21:37:16,694311",0.199993216
415.5797119140625,"2023-02-09 21:37:16,894304",0.199999808
415.2694091796875,"2023-02-09 21:37:17,094304",0.199993216
415.377685546875,"2023-02-09 21:37:17,294297",0.199999808
414.8982238769531,"2023-02-09 21:37:17,494297",0.199999808
414.5626525878906,"2023-02-09 21:37:17,694296",0.199993216
414.843017578125,"2023-02-09 21:37:17,894290",0.19998664
414.529296875,"2023-02-09 21:37:18,094276",0.199993216
414.6179504394531,"2023-02-09 21:37:18,294269",0.19998664
417.9310302734375,"2023-02-09 21:37:18,494256",0.199993216
415.052490234375,"2023-02-09 21:37:18,694249",0.199993216
414.5818786621094,"2023-02-09 21:37:18,894243",0.199993216
414.50457763671875,"2023-02-09 21:37:19,094236",0.199993216
414.6760559082031,"2023-02-09 21:37:19,294229",0.199999808
414.9012756347656,"2023-02-09 21:37:19,494229",0.200006416
415.5259094238281,"2023-02-09 21:37:19,694235",0.199999808
415.766357421875,"2023-02-09 21:37:19,894235",0.199993216
415.1914367675781,"2023-02-09 21:37:20,094228",0.200006416
415.25714111328125,"2023-02-09 21:37:20,294235",0.200006416
414.6707763671875,"2023-02-09 21:37:20,494241",0.199999808
415.28350830078125,"2023-02-09 21:37:20,694241",0.199993216
415.114013671875,"2023-02-09 21:37:20,894234",0.199999808
415.09722900390625,"2023-02-09 21:37:21,094234",0.199999808
415.60009765625,"2023-02-09 21:37:21,294234",0.199993216
415.1199645996094,"2023-02-09 21:37:21,494227",0.199999808
415.6473083496094,"2023-02-09 21:37:21,694227",0.199999808
415.04888916015625,"2023-02-09 21:37:21,894226",0.199999808
415.13555908203125,"2023-02-09 21:37:22,094226",0.199993216
415.79852294921875,"2023-02-09 21:37:22,294219",0.199993216
417.6252746582031,"2023-02-09 21:37:22,494212",0.199999808
414.2308044433594,"2023-02-09 21:37:22,694212",0.199999808
414.2002258300781,"2023-02-09 21:37:22,894212",0.199999808
414.18890380859375,"2023-02-09 21:37:23,094212",0.199993216
416.0380554199219,"2023-02-09 21:37:23,294205",0.199999808
413.4415588378906,"2023-02-09 21:37:23,494205",0.199999808
413.7409973144531,"2023-02-09 21:37:23,694205",0.200006416
413.8187255859375,"2023-02-09 21:37:23,894211",0.199999808
413.7059326171875,"2023-02-09 21:37:24,094211",0.199999808
413.6677551269531,"2023-02-09 21:37:24,294211",0.199999808
413.6336975097656,"2023-02-09 21:37:24,494210",0.199999808
415.2763671875,"2023-02-09 21:37:24,694210",0.199999808
415.0760498046875,"2023-02-09 21:37:24,894210",0.199993216
415.3959045410156,"2023-02-09 21:37:25,094203",0.199999808
415.3984375,"2023-02-09 21:37:25,294203",0.199993216
414.7852478027344,"2023-02-09 21:37:25,494196",0.199999808
414.7328796386719,"2023-02-09 21:37:25,694196",0.199993216
414.6698303222656,"2023-02-09 21:37:25,894189",0.199993216
414.92303466796875,"2023-02-09 21:37:26,094182",0.199999808
414.53302001953125,"2023-02-09 21:37:26,294182",0.200006416
417.55810546875,"2023-02-09 21:37:26,494189",0.199999808
414.60107421875,"2023-02-09 21:37:26,694189",0.199993216
415.18511962890625,"2023-02-09 21:37:26,894182",0.199999808
414.6935729980469,"2023-02-09 21:37:27,094182",0.199993216
415.3617248535156,"2023-02-09 21:37:27,294175",0.199999808
414.8014831542969,"2023-02-09 21:37:27,494174",0.199993216
415.7031555175781,"2023-02-09 21:37:27,694168",0.199993216
415.0528259277344,"2023-02-09 21:37:27,894161",0.19998664
414.7406005859375,"2023-02-09 21:37:28,094147",0.199993216
414.8867492675781,"2023-02-09 21:37:28,294141",0.199993216
414.7861022949219,"2023-02-09 21:37:28,494134",0.199993216
414.6195983886719,"2023-02-09 21:37:28,694127",0.199993216
414.49102783203125,"2023-02-09 21:37:28,894120",0.199993216
414.3183288574219,"2023-02-09 21:37:29,094114",0.199999808
414.2820739746094,"2023-02-09 21:37:29,294113",0.199993216
414.04986572265625,"2023-02-09 21:37:29,494107",0.199999808
414.5177307128906,"2023-02-09 21:37:29,694106",0.199999808
415.7525329589844,"2023-02-09 21:37:29,894106",0.199993216
415.0547180175781,"2023-02-09 21:37:30,094099",0.199993216
415.1827697753906,"2023-02-09 21:37:30,294093",0.199993216
418.07147216796875,"2023-02-09 21:37:30,494086",0.199993216
415.11865234375,"2023-02-09 21:37:30,694079",0.199993216
415.1110534667969,"2023-02-09 21:37:30,894072",0.199993216
414.8039245605469,"2023-02-09 21:37:31,094065",0.199993216
414.2852478027344,"2023-02-09 21:37:31,294059",0.199999808
414.6482238769531,"2023-02-09 21:37:31,494058",0.199993216
414.6585998535156,"2023-02-09 21:37:31,694052",0.199993216
415.3354797363281,"2023-02-09 21:37:31,894045",0.199993216
416.3713684082031,"2023-02-09 21:37:32,094038",0.199999808
415.7365417480469,"2023-02-09 21:37:32,294038",0.199999808
415.03167724609375,"2023-02-09 21:37:32,494038",0.199993216
415.7066650390625,"2023-02-09 21:37:32,694031",0.199999808
415.9066467285156,"2023-02-09 21:37:32,894031",0.199993216
414.92376708984375,"2023-02-09 21:37:33,094024",0.199999808
415.1791076660156,"2023-02-09 21:37:33,294024",0.199999808
415.51641845703125,"2023-02-09 21:37:33,494023",0.199993216
415.9764404296875,"2023-02-09 21:37:33,694016",0.199993216
415.0845031738281,"2023-02-09 21:37:33,894010",0.199999808
415.11968994140625,"2023-02-09 21:37:34,094010",0.199999808
414.3783264160156,"2023-02-09 21:37:34,294009",0.199993216
417.33941650390625,"2023-02-09 21:37:34,494003",0.199993216
414.2802734375,"2023-02-09 21:37:34,693996",0.199993216
414.7993469238281,"2023-02-09 21:37:34,893989",0.199999808
414.6279602050781,"2023-02-09 21:37:35,093989",0.199993216
415.0898132324219,"2023-02-09 21:37:35,293982",0.199999808
415.6875305175781,"2023-02-09 21:37:35,493982",0.19998664
415.9730224609375,"2023-02-09 21:37:35,693968",0.200006416
415.5540466308594,"2023-02-09 21:37:35,893975",0.199999808
416.33477783203125,"2023-02-09 21:37:36,093975",0.199999808
415.31268310546875,"2023-02-09 21:37:36,293974",0.199999808
415.0397033691406,"2023-02-09 21:37:36,493974",0.200006416
415.60260009765625,"2023-02-09 21:37:36,693981",0.199999808
415.21533203125,"2023-02-09 21:37:36,893981",0.200006416
414.8796081542969,"2023-02-09 21:37:37,093987",0.200006416
414.78131103515625,"2023-02-09 21:37:37,293993",0.200006416
414.24163818359375,"2023-02-09 21:37:37,494000",0.199999808
414.3001403808594,"2023-02-09 21:37:37,694000",0.199999808
414.8124084472656,"2023-02-09 21:37:37,893999",0.199999808
414.5890808105469,"2023-02-09 21:37:38,093999",0.199999808
415.0197448730469,"2023-02-09 21:37:38,293999",0.200006416
417.9480285644531,"2023-02-09 21:37:38,494005",0.199993216
414.2460632324219,"2023-02-09 21:37:38,693998",0.199993216
414.4678955078125,"2023-02-09 21:37:38,893992",0.199999808
414.32806396484375,"2023-02-09 21:37:39,093992",0.200006416
414.7579345703125,"2023-02-09 21:37:39,293998",0.200006416
413.841064453125,"2023-02-09 21:37:39,494004",0.199993216
414.49560546875,"2023-02-09 21:37:39,693997",0.19998664
414.7986145019531,"2023-02-09 21:37:39,893984",0.199999808
415.3466796875,"2023-02-09 21:37:40,093984",0.199993216
415.14654541015625,"2023-02-09 21:37:40,293977",0.19998664
415.14373779296875,"2023-02-09 21:37:40,493964",0.199999808
416.0860900878906,"2023-02-09 21:37:40,693964",0.199999808
415.8046875,"2023-02-09 21:37:40,893963",0.19998664
415.286376953125,"2023-02-09 21:37:41,093950",0.199993216
415.44744873046875,"2023-02-09 21:37:41,293943",0.199993216
415.80584716796875,"2023-02-09 21:37:41,493936",0.199999808
415.4428405761719,"2023-02-09 21:37:41,693936",0.19998664
415.400390625,"2023-02-09 21:37:41,893923",0.19998664
415.8651123046875,"2023-02-09 21:37:42,093909",0.19998664
416.0823669433594,"2023-02-09 21:37:42,293896",0.19998664
417.79644775390625,"2023-02-09 21:37:42,493882",0.199980048
415.0993957519531,"2023-02-09 21:37:42,693862",0.199973456
414.8773498535156,"2023-02-09 21:37:42,893836",0.199980048
414.6865234375,"2023-02-09 21:37:43,093816",0.199980048
414.5690002441406,"2023-02-09 21:37:43,293796",0.199973456
414.36322021484375,"2023-02-09 21:37:43,493769",0.199966832
414.08306884765625,"2023-02-09 21:37:43,693736",0.199973456
413.98614501953125,"2023-02-09 21:37:43,893709",0.199973456
413.59063720703125,"2023-02-09 21:37:44,093683",0.199966832
414.0826416015625,"2023-02-09 21:37:44,293650",0.199960256
413.7037658691406,"2023-02-09 21:37:44,493610",0.199980048
413.9127197265625,"2023-02-09 21:37:44,693590",0.199973456
414.64935302734375,"2023-02-09 21:37:44,893563",0.199973456
414.7613525390625,"2023-02-09 21:37:45,093537",0.199966832
415.2516784667969,"2023-02-09 21:37:45,293504",0.199966832
415.5036315917969,"2023-02-09 21:37:45,493470",0.199973456
415.9914245605469,"2023-02-09 21:37:45,693444",0.199973456
415.81475830078125,"2023-02-09 21:37:45,893417",0.199973456
415.1183166503906,"2023-02-09 21:37:46,093390",0.199973456
415.34161376953125,"2023-02-09 21:37:46,293364",0.199966832
417.8094177246094,"2023-02-09 21:37:46,493331",0.199973456
415.7099304199219,"2023-02-09 21:37:46,693304",0.199960256
415.4972229003906,"2023-02-09 21:37:46,893264",0.199966832
415.1478271484375,"2023-02-09 21:37:47,093231",0.199980048
414.92694091796875,"2023-02-09 21:37:47,293211",0.199966832
414.26361083984375,"2023-02-09 21:37:47,493178",0.199966832
414.2835693359375,"2023-02-09 21:37:47,693145",0.199966832
414.43548583984375,"2023-02-09 21:37:47,893111",0.199973456
414.77130126953125,"2023-02-09 21:37:48,093085",0.199973456
415.2616271972656,"2023-02-09 21:37:48,293058",0.199966832
414.56884765625,"2023-02-09 21:37:48,493025",0.199953616
415.8614807128906,"2023-02-09 21:37:48,692979",0.199973456
414.8690185546875,"2023-02-09 21:37:48,892952",0.199966832
414.4843444824219,"2023-02-09 21:37:49,092919",0.199973456
414.5158386230469,"2023-02-09 21:37:49,292892",0.199966832
414.52557373046875,"2023-02-09 21:37:49,492859",0.199973456
414.26190185546875,"2023-02-09 21:37:49,692832",0.199966832
414.54290771484375,"2023-02-09 21:37:49,892799",0.199973456
413.9559631347656,"2023-02-09 21:37:50,092773",0.199960256
414.0225830078125,"2023-02-09 21:37:50,292733",0.19998664
416.5216369628906,"2023-02-09 21:37:50,492720",0.19998664
413.4488830566406,"2023-02-09 21:37:50,692706",0.199966832
414.4257507324219,"2023-02-09 21:37:50,892673",0.199973456
415.1126403808594,"2023-02-09 21:37:51,092646",0.19998664
415.0762634277344,"2023-02-09 21:37:51,292633",0.199993216
414.871826171875,"2023-02-09 21:37:51,492626",0.199980048
415.8843078613281,"2023-02-09 21:37:51,692606",0.199973456
414.731689453125,"2023-02-09 21:37:51,892580",0.199980048
414.7984619140625,"2023-02-09 21:37:52,092560",0.199993216
415.0584411621094,"2023-02-09 21:37:52,292553",0.19998664
413.88397216796875,"2023-02-09 21:37:52,492539",0.199980048
414.0597839355469,"2023-02-09 21:37:52,692519",0.19998664
414.6792907714844,"2023-02-09 21:37:52,892506",0.19998664
414.4373779296875,"2023-02-09 21:37:53,092493",0.199980048
414.7108154296875,"2023-02-09 21:37:53,292473",0.199980048
414.3486633300781,"2023-02-09 21:37:53,492453",0.199993216
414.3811950683594,"2023-02-09 21:37:53,692446",0.19998664
414.5425109863281,"2023-02-09 21:37:53,892432",0.199993216
414.193359375,"2023-02-09 21:37:54,092426",0.199993216
414.1332702636719,"2023-02-09 21:37:54,292419",0.19998664
417.18572998046875,"2023-02-09 21:37:54,492405",0.199999808
414.4781188964844,"2023-02-09 21:37:54,692405",0.200006416
414.870849609375,"2023-02-09 21:37:54,892411",0.199999808
414.93035888671875,"2023-02-09 21:37:55,092411",0.199993216
415.6687927246094,"2023-02-09 21:37:55,292405",0.200006416
415.1323547363281,"2023-02-09 21:37:55,492411",0.200006416
415.05731201171875,"2023-02-09 21:37:55,692417",0.199999808
414.72039794921875,"2023-02-09 21:37:55,892417",0.199999808
414.7250061035156,"2023-02-09 21:37:56,092417",0.200006416
414.4555358886719,"2023-02-09 21:37:56,292423",0.200006416
414.4283142089844,"2023-02-09 21:37:56,492430",0.20001304
414.48052978515625,"2023-02-09 21:37:56,692443",0.200006416
414.7478332519531,"2023-02-09 21:37:56,892449",0.200006416
414.79132080078125,"2023-02-09 21:37:57,092456",0.20001304
414.8251953125,"2023-02-09 21:37:57,292469",0.20001304
415.1142578125,"2023-02-09 21:37:57,492482",0.200019632
415.6342468261719,"2023-02-09 21:37:57,692501",0.200006416
415.0023193359375,"2023-02-09 21:37:57,892508",0.20001304
415.1201477050781,"2023-02-09 21:37:58,092521",0.200019632
414.55914306640625,"2023-02-09 21:37:58,292540",0.200019632
417.1132507324219,"2023-02-09 21:37:58,492560",0.20001304
413.9832763671875,"2023-02-09 21:37:58,692573",0.200026256
414.847412109375,"2023-02-09 21:37:58,892599",0.200019632
415.0177917480469,"2023-02-09 21:37:59,092619",0.200019632
415.5640563964844,"2023-02-09 21:37:59,292638",0.200032848
414.49127197265625,"2023-02-09 21:37:59,492671",0.200019632
414.624755859375,"2023-02-09 21:37:59,692691",0.200026256
414.83355712890625,"2023-02-09 21:37:59,892717",0.200019632
415.18731689453125,"2023-02-09 21:38:00,092736",0.200032848
414.8049011230469,"2023-02-09 21:38:00,292769",0.200026256
414.4219055175781,"2023-02-09 21:38:00,492795",0.200019632
415.7356872558594,"2023-02-09 21:38:00,692815",0.200026256
415.1529846191406,"2023-02-09 21:38:00,892841",0.200026256
414.74774169921875,"2023-02-09 21:38:01,092867",0.200026256
415.149658203125,"2023-02-09 21:38:01,292894",0.200039424
414.5214538574219,"2023-02-09 21:38:01,492933",0.200026256
414.5872497558594,"2023-02-09 21:38:01,692959",0.200026256
414.4986267089844,"2023-02-09 21:38:01,892985",0.200032848
415.1857604980469,"2023-02-09 21:38:02,093018",0.200032848
415.319580078125,"2023-02-09 21:38:02,293051",0.200039424
417.76361083984375,"2023-02-09 21:38:02,493090",0.200039424
414.1653137207031,"2023-02-09 21:38:02,693130",0.200039424
414.7649230957031,"2023-02-09 21:38:02,893169",0.200039424
415.08111572265625,"2023-02-09 21:38:03,093209",0.200039424
414.63006591796875,"2023-02-09 21:38:03,293248",0.200046032
414.6044006347656,"2023-02-09 21:38:03,493294",0.200046032
415.2553405761719,"2023-02-09 21:38:03,693340",0.200039424
414.5499267578125,"2023-02-09 21:38:03,893379",0.200032848
414.7362060546875,"2023-02-09 21:38:04,093412",0.200052624
415.1993713378906,"2023-02-09 21:38:04,293465",0.200059232
414.79046630859375,"2023-02-09 21:38:04,493524",0.200039424
415.21966552734375,"2023-02-09 21:38:04,693563",0.200039424
414.3207092285156,"2023-02-09 21:38:04,893603",0.200039424
414.9405212402344,"2023-02-09 21:38:05,093642",0.200046032
414.48681640625,"2023-02-09 21:38:05,293688",0.200039424
414.6404113769531,"2023-02-09 21:38:05,893806",0.200046032
414.7274169921875,"2023-02-09 21:38:06,093853",0.200039424
414.74481201171875,"2023-02-09 21:38:06,293892",0.200046032
417.81500244140625,"2023-02-09 21:38:06,493938",0.200046032
414.9768981933594,"2023-02-09 21:38:06,693984",0.200052624
414.8932189941406,"2023-02-09 21:38:06,894037",0.200052624
414.7725524902344,"2023-02-09 21:38:07,094089",0.200046032
414.8442687988281,"2023-02-09 21:38:07,294135",0.200046032
414.1946716308594,"2023-02-09 21:38:07,494181",0.200052624
413.7693786621094,"2023-02-09 21:38:07,694234",0.200046032
414.1426086425781,"2023-02-09 21:38:07,894280",0.200052624
414.6562194824219,"2023-02-09 21:38:08,094332",0.200046032
414.5387268066406,"2023-02-09 21:38:08,294378",0.200046032
414.60333251953125,"2023-02-09 21:38:08,494424",0.200052624
415.3934326171875,"2023-02-09 21:38:08,694477",0.200046032
415.0348815917969,"2023-02-09 21:38:08,894523",0.200046032
414.47674560546875,"2023-02-09 21:38:09,094569",0.200052624
414.33856201171875,"2023-02-09 21:38:09,294621",0.200046032
414.2916564941406,"2023-02-09 21:38:09,494668",0.200046032
415.9142150878906,"2023-02-09 21:38:09,694714",0.200039424
415.0076599121094,"2023-02-09 21:38:09,894753",0.200052624
414.7144775390625,"2023-02-09 21:38:10,094805",0.200046032
414.4751892089844,"2023-02-09 21:38:10,294852",0.200052624
417.3204345703125,"2023-02-09 21:38:10,494904",0.200046032
414.3704833984375,"2023-02-09 21:38:10,694950",0.200052624
414.7977294921875,"2023-02-09 21:38:10,895003",0.200052624
414.5254211425781,"2023-02-09 21:38:11,095055",0.200059232
414.7408142089844,"2023-02-09 21:38:11,295115",0.20006584
414.3848571777344,"2023-02-09 21:38:11,495180",0.200046032
414.3999328613281,"2023-02-09 21:38:11,695226",0.200059232
414.9449462890625,"2023-02-09 21:38:11,895286",0.200059232
414.74176025390625,"2023-02-09 21:38:12,095345",0.200059232
415.62445068359375,"2023-02-09 21:38:12,295404",0.20006584
414.3529357910156,"2023-02-09 21:38:12,495470",0.200059232
415.2454528808594,"2023-02-09 21:38:12,695529",0.20006584
414.6473388671875,"2023-02-09 21:38:12,895595",0.20006584
415.3375549316406,"2023-02-09 21:38:13,095660",0.200072416
415.4547119140625,"2023-02-09 21:38:13,295733",0.20006584
415.2773132324219,"2023-02-09 21:38:13,495799",0.20006584
415.0958557128906,"2023-02-09 21:38:13,695865",0.20006584
415.5180358886719,"2023-02-09 21:38:13,895930",0.200059232
415.10052490234375,"2023-02-09 21:38:14,095989",0.20006584
415.3192443847656,"2023-02-09 21:38:14,296055",0.200059232
417.6124572753906,"2023-02-09 21:38:14,496114",0.20006584
414.4465026855469,"2023-02-09 21:38:14,696180",0.200059232
414.94818115234375,"2023-02-09 21:38:14,896240",0.200052624
414.9539794921875,"2023-02-09 21:38:15,096292",0.20006584
414.9974060058594,"2023-02-09 21:38:15,296358",0.20006584
414.4668273925781,"2023-02-09 21:38:15,496424",0.20006584
415.15045166015625,"2023-02-09 21:38:15,696490",0.200072416
415.0179138183594,"2023-02-09 21:38:15,896562",0.20006584
414.9993591308594,"2023-02-09 21:38:16,096628",0.20006584
414.7585754394531,"2023-02-09 21:38:16,296694",0.200072416
414.54327392578125,"2023-02-09 21:38:16,496766",0.200072416
414.6729736328125,"2023-02-09 21:38:16,696838",0.200072416
415.0340881347656,"2023-02-09 21:38:16,896911",0.20006584
415.1435241699219,"2023-02-09 21:38:17,096977",0.20006584
415.8688659667969,"2023-02-09 21:38:17,297042",0.20007904
415.7554626464844,"2023-02-09 21:38:17,497121",0.200085632
415.39178466796875,"2023-02-09 21:38:17,697207",0.20007904
415.57952880859375,"2023-02-09 21:38:17,897286",0.20007904
415.4530334472656,"2023-02-09 21:38:18,097365",0.200072416
415.061767578125,"2023-02-09 21:38:18,297437",0.200085632
418.00677490234375,"2023-02-09 21:38:18,497523",0.200085632
415.6512756347656,"2023-02-09 21:38:18,697609",0.200072416
415.1260681152344,"2023-02-09 21:38:18,897681",0.200072416
415.0647277832031,"2023-02-09 21:38:19,097754",0.200085632
415.00390625,"2023-02-09 21:38:19,297839",0.200085632
414.57757568359375,"2023-02-09 21:38:19,497925",0.200072416
414.73846435546875,"2023-02-09 21:38:19,697997",0.20007904
414.58624267578125,"2023-02-09 21:38:19,898076",0.200085632
414.4046936035156,"2023-02-09 21:38:20,098162",0.200092224
414.1695861816406,"2023-02-09 21:38:20,298254",0.200072416
413.8810119628906,"2023-02-09 21:38:20,498326",0.200092224
413.9100036621094,"2023-02-09 21:38:20,698418",0.200085632
414.06072998046875,"2023-02-09 21:38:20,898504",0.200092224
414.52740478515625,"2023-02-09 21:38:21,098596",0.200092224
415.3882751464844,"2023-02-09 21:38:21,298688",0.20007904
415.59185791015625,"2023-02-09 21:38:21,498767",0.200085632
415.9458923339844,"2023-02-09 21:38:21,698853",0.200085632
415.30291748046875,"2023-02-09 21:38:21,898939",0.200092224
415.4062805175781,"2023-02-09 21:38:22,099031",0.200092224
415.9881591796875,"2023-02-09 21:38:22,299123",0.200098832
417.0160217285156,"2023-02-09 21:38:22,499222",0.200085632
414.2450256347656,"2023-02-09 21:38:22,699307",0.20007904
414.5312194824219,"2023-02-09 21:38:22,899386",0.200092224
414.4197082519531,"2023-02-09 21:38:23,099479",0.200092224
416.8481750488281,"2023-02-09 21:38:23,299571",0.200098832
414.4225158691406,"2023-02-09 21:38:23,499670",0.200085632
414.60943603515625,"2023-02-09 21:38:23,699755",0.200092224
414.90576171875,"2023-02-09 21:38:23,899848",0.20010544
415.2373046875,"2023-02-09 21:38:24,099953",0.200092224
414.9248352050781,"2023-02-09 21:38:24,300045",0.200092224
414.5489196777344,"2023-02-09 21:38:24,500137",0.200098832
415.244140625,"2023-02-09 21:38:24,700236",0.200098832
414.7210998535156,"2023-02-09 21:38:24,900335",0.200092224
414.93035888671875,"2023-02-09 21:38:25,100427",0.200092224
415.1587219238281,"2023-02-09 21:38:25,300519",0.200092224
414.70623779296875,"2023-02-09 21:38:25,500612",0.200092224
414.6479797363281,"2023-02-09 21:38:25,700704",0.200085632
414.7846984863281,"2023-02-09 21:38:25,900789",0.200085632
414.74188232421875,"2023-02-09 21:38:26,100875",0.200092224
414.9119567871094,"2023-02-09 21:38:26,300967",0.200092224
418.22283935546875,"2023-02-09 21:38:26,501059",0.200085632
414.7892761230469,"2023-02-09 21:38:26,701145",0.200098832
414.8124084472656,"2023-02-09 21:38:26,901244",0.200092224
415.0449523925781,"2023-02-09 21:38:27,101336",0.200092224
415.0948791503906,"2023-02-09 21:38:27,301428",0.200092224
414.62646484375,"2023-02-09 21:38:27,501520",0.200092224
415.4704895019531,"2023-02-09 21:38:27,701612",0.200092224
414.61566162109375,"2023-02-09 21:38:27,901705",0.200092224
414.7176208496094,"2023-02-09 21:38:28,101797",0.200085632
414.48394775390625,"2023-02-09 21:38:28,301883",0.200085632
414.63916015625,"2023-02-09 21:38:28,501968",0.200085632
414.0840148925781,"2023-02-09 21:38:28,702054",0.200092224
414.00445556640625,"2023-02-09 21:38:28,902146",0.200092224
414.4476623535156,"2023-02-09 21:38:29,102238",0.200085632
415.0411071777344,"2023-02-09 21:38:29,302324",0.20007904
415.8147888183594,"2023-02-09 21:38:29,502403",0.200085632
415.8396301269531,"2023-02-09 21:38:29,702488",0.200092224
416.1142272949219,"2023-02-09 21:38:29,902580",0.200092224
415.714599609375,"2023-02-09 21:38:30,102673",0.20007904
415.6134033203125,"2023-02-09 21:38:30,302752",0.20007904
418.218017578125,"2023-02-09 21:38:30,502831",0.200085632
415.879638671875,"2023-02-09 21:38:30,702916",0.200085632
415.6333923339844,"2023-02-09 21:38:30,903002",0.200085632
414.88836669921875,"2023-02-09 21:38:31,103088",0.20007904
414.8204345703125,"2023-02-09 21:38:31,303167",0.20007904
414.57904052734375,"2023-02-09 21:38:31,503246",0.20007904
414.7423400878906,"2023-02-09 21:38:31,703325",0.20007904
414.8202209472656,"2023-02-09 21:38:31,903404",0.20007904
414.7526550292969,"2023-02-09 21:38:32,103482",0.200072416
415.6806335449219,"2023-02-09 21:38:32,303555",0.200085632
414.5015563964844,"2023-02-09 21:38:32,503641",0.20007904
414.2438659667969,"2023-02-09 21:38:32,703720",0.200072416
414.1273193359375,"2023-02-09 21:38:32,903792",0.20007904
414.3855895996094,"2023-02-09 21:38:33,103871",0.200092224
414.95556640625,"2023-02-09 21:38:33,303963",0.200072416
415.2154235839844,"2023-02-09 21:38:33,504035",0.200072416
415.785400390625,"2023-02-09 21:38:33,704108",0.200072416
414.8835754394531,"2023-02-09 21:38:33,904180",0.200085632
415.2392272949219,"2023-02-09 21:38:34,104266",0.200085632
415.0367126464844,"2023-02-09 21:38:34,304352",0.200085632
417.66143798828125,"2023-02-09 21:38:34,504437",0.20007904
414.1379699707031,"2023-02-09 21:38:34,704516",0.20007904
414.35986328125,"2023-02-09 21:38:34,904595",0.200085632
414.2071838378906,"2023-02-09 21:38:35,104681",0.200085632
414.885986328125,"2023-02-09 21:38:35,304766",0.200092224
415.0494689941406,"2023-02-09 21:38:35,504858",0.20007904
414.8001403808594,"2023-02-09 21:38:35,704938",0.200085632
415.4280700683594,"2023-02-09 21:38:35,905023",0.200072416
415.17022705078125,"2023-02-09 21:38:36,105096",0.200092224
414.82781982421875,"2023-02-09 21:38:36,305188",0.200092224
414.4654541015625,"2023-02-09 21:38:36,505280",0.200098832
415.0127258300781,"2023-02-09 21:38:36,705379",0.200092224
414.72076416015625,"2023-02-09 21:38:36,905471",0.200092224
415.59930419921875,"2023-02-09 21:38:37,105563",0.20010544
414.79144287109375,"2023-02-09 21:38:37,305669",0.200092224
415.2549133300781,"2023-02-09 21:38:37,505761",0.200092224
